epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,182.017,0.76755,0.50639,0.79151,0.99467,0.97969,0.99333,0.81517,0.76868,0.42821,0.79198,0.0012498,0.0012498,0.0012498
21,191.055,0.75415,0.48643,0.78127,0.9795,0.98687,0.98921,0.8004,0.778,0.43708,0.78776,0.00124037,0.00124037,0.00124037
22,200.423,0.78341,0.49304,0.78421,0.97776,0.99283,0.99374,0.82244,0.73615,0.4084,0.78706,0.00123094,0.00123094,0.00123094
23,209.565,0.7645,0.47991,0.79002,0.99372,0.98709,0.99038,0.81798,0.72052,0.39386,0.78745,0.00122151,0.00122151,0.00122151
24,218.577,0.76607,0.48144,0.78906,0.98824,0.99213,0.99432,0.83235,0.69182,0.37216,0.78462,0.00121208,0.00121208,0.00121208
25,227.576,0.75588,0.46128,0.7895,0.98087,0.98392,0.99278,0.80474,0.76745,0.41157,0.78641,0.00120265,0.00120265,0.00120265
26,236.595,0.77152,0.46722,0.78594,0.9825,0.98321,0.99351,0.83012,0.6914,0.39753,0.7855,0.00119322,0.00119322,0.00119322
27,245.628,0.74239,0.45401,0.78214,0.98199,0.98873,0.99417,0.83734,0.67729,0.39315,0.78547,0.00118378,0.00118378,0.00118378
28,254.647,0.72159,0.44721,0.78407,0.98759,0.98588,0.99306,0.82906,0.68112,0.38932,0.78781,0.00117435,0.00117435,0.00117435
29,263.884,0.75823,0.45623,0.77878,0.98812,0.98193,0.9925,0.82128,0.74256,0.4131,0.78823,0.00116492,0.00116492,0.00116492
30,273.259,0.74369,0.43961,0.7836,0.98861,0.98749,0.99296,0.83812,0.67698,0.36855,0.78672,0.00115549,0.00115549,0.00115549
31,282.489,0.75111,0.43224,0.78197,0.98949,0.98792,0.99469,0.83903,0.66106,0.38389,0.78383,0.00114606,0.00114606,0.00114606
32,291.627,0.71491,0.43038,0.78133,0.99209,0.98869,0.99359,0.85397,0.62889,0.35002,0.78527,0.00113663,0.00113663,0.00113663
33,300.799,0.71678,0.42314,0.78556,0.99345,0.98769,0.99444,0.8317,0.68518,0.36007,0.78666,0.0011272,0.0011272,0.0011272
34,309.926,0.74849,0.42818,0.78592,0.99508,0.99272,0.99424,0.83369,0.70277,0.37223,0.78807,0.00111776,0.00111776,0.00111776
35,319.144,0.71128,0.41326,0.78189,0.99374,0.98768,0.99463,0.84631,0.64486,0.36132,0.78455,0.00110833,0.00110833,0.00110833
36,328.51,0.72077,0.40369,0.78137,0.99531,0.98636,0.99424,0.84894,0.64797,0.35728,0.78622,0.0010989,0.0010989,0.0010989
37,337.549,0.73471,0.406,0.78347,0.99331,0.98791,0.99311,0.8162,0.73226,0.36881,0.78791,0.00108947,0.00108947,0.00108947
38,346.655,0.70493,0.40389,0.77859,0.9883,0.98563,0.99324,0.85729,0.64733,0.35451,0.78652,0.00108004,0.00108004,0.00108004
39,355.726,0.67804,0.38313,0.78496,0.99425,0.9893,0.99458,0.85546,0.61629,0.33577,0.78329,0.00107061,0.00107061,0.00107061
40,364.749,0.69368,0.39104,0.78015,0.9891,0.98569,0.99433,0.84379,0.68496,0.36457,0.78564,0.00106118,0.00106118,0.00106118
41,374.024,0.67789,0.39255,0.77921,0.99331,0.99036,0.99463,0.85089,0.64579,0.34318,0.78331,0.00105174,0.00105174,0.00105174
42,383.231,0.76056,0.40812,0.77967,0.99582,0.98618,0.9949,0.84287,0.68665,0.35211,0.78525,0.00104231,0.00104231,0.00104231
43,392.309,0.74318,0.39256,0.78749,0.98958,0.9895,0.99385,0.83406,0.69596,0.36163,0.78956,0.00103288,0.00103288,0.00103288
44,401.61,0.70174,0.37898,0.7857,0.99214,0.99184,0.9924,0.843,0.66502,0.35181,0.78634,0.00102345,0.00102345,0.00102345
45,410.937,0.69504,0.38888,0.77968,0.9919,0.99278,0.99345,0.8312,0.70674,0.35754,0.78754,0.00101402,0.00101402,0.00101402
46,420.206,0.71368,0.38564,0.78573,0.99342,0.98885,0.99427,0.84767,0.64841,0.34029,0.78369,0.00100459,0.00100459,0.00100459
47,429.372,0.66998,0.37131,0.77829,0.99671,0.99357,0.99251,0.84438,0.62672,0.33729,0.78533,0.000995156,0.000995156,0.000995156
48,438.386,0.6504,0.37672,0.77812,0.99332,0.99001,0.99356,0.86001,0.61714,0.33867,0.78344,0.000985724,0.000985724,0.000985724
49,447.353,0.6703,0.38046,0.77948,0.98868,0.98139,0.99192,0.86289,0.62049,0.34887,0.78438,0.000976293,0.000976293,0.000976293
50,456.36,0.659,0.37713,0.78176,0.98019,0.98548,0.99275,0.84225,0.65697,0.36275,0.78629,0.000966861,0.000966861,0.000966861
51,465.449,0.69413,0.38782,0.78316,0.98465,0.99356,0.99217,0.84811,0.61507,0.34506,0.78339,0.00095743,0.00095743,0.00095743
52,474.488,0.64985,0.36842,0.78177,0.99546,0.98824,0.9948,0.85097,0.64576,0.33569,0.78399,0.000947999,0.000947999,0.000947999
53,483.479,0.64955,0.35545,0.77595,0.98778,0.97375,0.99293,0.85906,0.66509,0.37411,0.7853,0.000938567,0.000938567,0.000938567
54,492.537,0.65746,0.37142,0.78158,0.98574,0.99334,0.99419,0.8647,0.59505,0.3301,0.78535,0.000929136,0.000929136,0.000929136
55,501.54,0.64436,0.35824,0.78102,0.99374,0.98948,0.99474,0.85833,0.61175,0.32831,0.78472,0.000919704,0.000919704,0.000919704
56,510.463,0.63399,0.36526,0.78458,0.98004,0.98169,0.99347,0.8487,0.62081,0.34984,0.78353,0.000910273,0.000910273,0.000910273
57,519.394,0.70029,0.37684,0.78006,0.99312,0.98705,0.99357,0.84039,0.68402,0.35423,0.78289,0.000900842,0.000900842,0.000900842
58,528.332,0.67452,0.3774,0.77627,0.99392,0.99489,0.99495,0.85868,0.61496,0.32064,0.78411,0.00089141,0.00089141,0.00089141
59,537.273,0.60656,0.33144,0.77997,0.99458,0.98809,0.99369,0.85141,0.62059,0.33128,0.78273,0.000881979,0.000881979,0.000881979
60,546.21,0.6528,0.34563,0.77718,0.99094,0.99113,0.99166,0.86105,0.59692,0.33956,0.78455,0.000872547,0.000872547,0.000872547
61,555.157,0.64649,0.3451,0.78094,0.99469,0.99405,0.99471,0.86021,0.62774,0.33823,0.78395,0.000863116,0.000863116,0.000863116
62,564.094,0.65391,0.35743,0.77468,0.99639,0.99288,0.99492,0.85699,0.61293,0.32248,0.78498,0.000853685,0.000853685,0.000853685
63,573.025,0.62113,0.34374,0.77868,0.99093,0.98898,0.99474,0.86612,0.61553,0.32691,0.78203,0.000844253,0.000844253,0.000844253
64,581.997,0.63834,0.35419,0.77345,0.98996,0.99445,0.99472,0.85073,0.65011,0.3435,0.78608,0.000834822,0.000834822,0.000834822
65,591.031,0.62921,0.34265,0.77496,0.99676,0.99707,0.995,0.85672,0.62766,0.32738,0.78355,0.00082539,0.00082539,0.00082539
66,600.073,0.6341,0.34977,0.77523,0.99087,0.99414,0.99492,0.86682,0.59808,0.31438,0.78436,0.000815959,0.000815959,0.000815959
67,609.145,0.61865,0.33957,0.77813,0.99296,0.99475,0.99466,0.85993,0.61577,0.32608,0.78272,0.000806528,0.000806528,0.000806528
68,618.173,0.63741,0.35599,0.77781,0.98992,0.99169,0.99451,0.85541,0.6055,0.32237,0.78218,0.000797096,0.000797096,0.000797096
69,627.201,0.62831,0.34399,0.7721,0.98952,0.9866,0.99355,0.86312,0.59725,0.31864,0.78367,0.000787665,0.000787665,0.000787665
70,636.221,0.60143,0.32944,0.78009,0.995,0.9895,0.99482,0.85968,0.63043,0.32714,0.78328,0.000778233,0.000778233,0.000778233
71,645.244,0.62494,0.33636,0.77999,0.99292,0.99146,0.99466,0.85682,0.6297,0.31951,0.78194,0.000768802,0.000768802,0.000768802
72,654.271,0.65119,0.34605,0.77525,0.9901,0.99475,0.99432,0.86365,0.60905,0.32328,0.78312,0.000759371,0.000759371,0.000759371
73,663.297,0.6057,0.32881,0.76978,0.98592,0.98688,0.99399,0.86206,0.5951,0.3104,0.78295,0.000749939,0.000749939,0.000749939
74,672.325,0.64644,0.34681,0.77529,0.99185,0.98251,0.99268,0.8606,0.65559,0.33635,0.78348,0.000740508,0.000740508,0.000740508
75,681.337,0.64713,0.34769,0.78199,0.99095,0.99023,0.9932,0.84541,0.68075,0.34276,0.78519,0.000731076,0.000731076,0.000731076
76,690.381,0.62598,0.34132,0.77518,0.99332,0.9895,0.99469,0.8649,0.58685,0.30655,0.7828,0.000721645,0.000721645,0.000721645
77,699.412,0.59337,0.31677,0.78135,0.99089,0.99421,0.99356,0.86476,0.61771,0.31508,0.78456,0.000712214,0.000712214,0.000712214
78,708.435,0.60968,0.33276,0.77999,0.99588,0.99213,0.99421,0.86911,0.59778,0.31208,0.78346,0.000702782,0.000702782,0.000702782
79,717.489,0.63345,0.33164,0.77467,0.99133,0.99213,0.99319,0.85778,0.60917,0.30917,0.7846,0.000693351,0.000693351,0.000693351
80,726.508,0.62744,0.33054,0.77762,0.99119,0.9927,0.99356,0.85459,0.65888,0.32935,0.78581,0.000683919,0.000683919,0.000683919
81,735.524,0.60093,0.32897,0.77706,0.98364,0.98612,0.99347,0.86648,0.59948,0.3095,0.78317,0.000674488,0.000674488,0.000674488
82,744.544,0.57048,0.30695,0.77495,0.99347,0.99099,0.99424,0.86693,0.57833,0.30135,0.78152,0.000665057,0.000665057,0.000665057
83,753.578,0.5934,0.32249,0.78044,0.98785,0.98425,0.99191,0.86274,0.58877,0.31912,0.78123,0.000655625,0.000655625,0.000655625
84,762.597,0.60022,0.3259,0.77866,0.99033,0.99213,0.99448,0.86378,0.62011,0.31703,0.78458,0.000646194,0.000646194,0.000646194
85,771.605,0.60559,0.32584,0.77468,0.99003,0.99213,0.99459,0.86948,0.57617,0.30426,0.78065,0.000636762,0.000636762,0.000636762
86,780.66,0.5971,0.32327,0.77304,0.99224,0.98824,0.99437,0.86778,0.59151,0.31143,0.78231,0.000627331,0.000627331,0.000627331
87,789.683,0.58404,0.31348,0.7804,0.98862,0.99202,0.99395,0.86499,0.60015,0.30114,0.78218,0.0006179,0.0006179,0.0006179
88,798.715,0.59928,0.31854,0.77462,0.99112,0.99358,0.99432,0.86204,0.57735,0.30064,0.78149,0.000608468,0.000608468,0.000608468
89,807.73,0.57195,0.30235,0.77825,0.99394,0.99448,0.99287,0.86597,0.57545,0.29838,0.78229,0.000599037,0.000599037,0.000599037
90,816.829,0.59379,0.30947,0.77998,0.99371,0.9947,0.99392,0.86397,0.6026,0.28922,0.78167,0.000589605,0.000589605,0.000589605
91,825.86,0.59308,0.3182,0.77071,0.99421,0.99384,0.99385,0.85759,0.60128,0.30729,0.78166,0.000580174,0.000580174,0.000580174
92,834.878,0.55452,0.30368,0.77693,0.99442,0.99219,0.99335,0.87555,0.57065,0.30099,0.78126,0.000570743,0.000570743,0.000570743
93,843.935,0.59077,0.31399,0.78065,0.99255,0.99333,0.99329,0.86734,0.59877,0.31692,0.78271,0.000561311,0.000561311,0.000561311
94,852.964,0.61682,0.32536,0.77816,0.99511,0.98714,0.99469,0.86684,0.58436,0.30421,0.78115,0.00055188,0.00055188,0.00055188
95,862.023,0.58985,0.31379,0.77991,0.9938,0.99048,0.99429,0.86206,0.60121,0.30614,0.78178,0.000542448,0.000542448,0.000542448
96,871.033,0.57797,0.30391,0.77242,0.99706,0.9938,0.99374,0.87226,0.57354,0.3003,0.78121,0.000533017,0.000533017,0.000533017
97,880.045,0.55819,0.29672,0.77352,0.99433,0.99182,0.99471,0.86779,0.59934,0.30463,0.78162,0.000523586,0.000523586,0.000523586
98,889.051,0.57729,0.30946,0.77615,0.98921,0.99475,0.99458,0.88282,0.56011,0.29112,0.78154,0.000514154,0.000514154,0.000514154
99,898.1,0.58108,0.30279,0.77339,0.99329,0.99475,0.99432,0.86831,0.5984,0.29714,0.78127,0.000504723,0.000504723,0.000504723
100,907.105,0.56299,0.29253,0.77447,0.99303,0.99392,0.99403,0.87613,0.56369,0.29923,0.7817,0.000495291,0.000495291,0.000495291
101,916.136,0.55376,0.29379,0.77637,0.99641,0.99475,0.99453,0.8696,0.60391,0.30132,0.78151,0.00048586,0.00048586,0.00048586
102,925.154,0.57769,0.28875,0.77525,0.99641,0.99126,0.99455,0.87216,0.58328,0.29217,0.78145,0.000476429,0.000476429,0.000476429
103,934.103,0.55954,0.29414,0.77549,0.996,0.9943,0.99329,0.88118,0.56095,0.28561,0.78105,0.000466997,0.000466997,0.000466997
104,943.054,0.54621,0.28839,0.77171,0.98626,0.99308,0.99429,0.87454,0.59027,0.30026,0.78181,0.000457566,0.000457566,0.000457566
105,952.074,0.55208,0.28995,0.77672,0.98477,0.99576,0.99471,0.88034,0.56677,0.28215,0.78035,0.000448134,0.000448134,0.000448134
106,961.098,0.58269,0.29595,0.77321,0.98945,0.99345,0.99479,0.8762,0.57045,0.27562,0.78086,0.000438703,0.000438703,0.000438703
107,970.136,0.55679,0.28999,0.77585,0.99062,0.9782,0.99422,0.86917,0.58031,0.30324,0.78088,0.000429272,0.000429272,0.000429272
108,979.186,0.55132,0.29072,0.78217,0.99134,0.99213,0.99445,0.87246,0.56708,0.29022,0.78,0.00041984,0.00041984,0.00041984
109,988.21,0.5525,0.29419,0.77344,0.9934,0.9919,0.9945,0.87573,0.58828,0.28874,0.78141,0.000410409,0.000410409,0.000410409
110,997.338,0.55217,0.28298,0.77581,0.98724,0.99213,0.99455,0.87986,0.56435,0.28757,0.78183,0.000400977,0.000400977,0.000400977
111,1006.36,0.5456,0.2895,0.78129,0.99567,0.98292,0.99456,0.87029,0.57915,0.29353,0.78132,0.000391546,0.000391546,0.000391546
112,1015.37,0.54054,0.28853,0.77009,0.99655,0.99174,0.99398,0.87299,0.57593,0.29214,0.78192,0.000382115,0.000382115,0.000382115
113,1024.31,0.54731,0.29416,0.77521,0.99657,0.99094,0.99403,0.87255,0.58096,0.29921,0.78031,0.000372683,0.000372683,0.000372683
114,1033.24,0.54702,0.2906,0.77405,0.9922,0.99475,0.99421,0.88564,0.55142,0.28724,0.78106,0.000363252,0.000363252,0.000363252
115,1042.24,0.54709,0.29096,0.77292,0.99224,0.99263,0.99479,0.87096,0.58096,0.29319,0.78145,0.00035382,0.00035382,0.00035382
116,1051.4,0.55741,0.28368,0.77298,0.99205,0.99213,0.99476,0.87783,0.57024,0.29111,0.78079,0.000344389,0.000344389,0.000344389
117,1060.63,0.54197,0.28296,0.77188,0.99072,0.99213,0.99408,0.87014,0.5734,0.29226,0.78129,0.000334958,0.000334958,0.000334958
118,1070.1,0.51835,0.28387,0.77444,0.99465,0.99367,0.99474,0.8734,0.57749,0.29295,0.78077,0.000325526,0.000325526,0.000325526
119,1079.27,0.53576,0.28644,0.77718,0.98648,0.98798,0.99453,0.87962,0.53905,0.2873,0.78033,0.000316095,0.000316095,0.000316095
120,1088.39,0.52382,0.26547,0.77901,0.99371,0.99312,0.99419,0.883,0.55007,0.27559,0.78006,0.000306663,0.000306663,0.000306663
121,1097.65,0.52309,0.27018,0.77085,0.98476,0.99374,0.99431,0.87346,0.56629,0.2822,0.77994,0.000297232,0.000297232,0.000297232
122,1106.94,0.53089,0.28516,0.77123,0.99072,0.99213,0.99452,0.87942,0.56048,0.28431,0.78065,0.000287801,0.000287801,0.000287801
123,1116.13,0.54324,0.28114,0.77536,0.9906,0.99103,0.99348,0.87425,0.57641,0.2798,0.78105,0.000278369,0.000278369,0.000278369
124,1125.39,0.5231,0.27453,0.77866,0.99474,0.98683,0.99314,0.87172,0.57638,0.28357,0.78123,0.000268938,0.000268938,0.000268938
125,1134.61,0.53448,0.2851,0.77533,0.99522,0.98854,0.9946,0.88141,0.54309,0.27359,0.77947,0.000259506,0.000259506,0.000259506
126,1143.65,0.51025,0.26739,0.77194,0.99444,0.99304,0.99482,0.87811,0.55267,0.27412,0.77995,0.000250075,0.000250075,0.000250075
127,1152.69,0.52003,0.26868,0.77043,0.99383,0.9956,0.99469,0.87811,0.56604,0.2765,0.78047,0.000240644,0.000240644,0.000240644
128,1161.8,0.5157,0.26471,0.77447,0.99388,0.99475,0.99479,0.88606,0.55289,0.27801,0.77934,0.000231212,0.000231212,0.000231212
129,1170.87,0.53024,0.27028,0.77146,0.9924,0.99562,0.99458,0.88672,0.54794,0.27421,0.77966,0.000221781,0.000221781,0.000221781
130,1179.95,0.52185,0.26662,0.77384,0.9919,0.99694,0.99479,0.88361,0.55078,0.27632,0.77973,0.000212349,0.000212349,0.000212349
131,1188.97,0.51764,0.26761,0.77607,0.98755,0.99656,0.99437,0.88622,0.54541,0.27431,0.78097,0.000202918,0.000202918,0.000202918
132,1198.08,0.51536,0.26716,0.77436,0.98745,0.99698,0.99424,0.88376,0.55828,0.27347,0.78145,0.000193487,0.000193487,0.000193487
133,1207.13,0.50806,0.2615,0.77785,0.99231,0.99478,0.99416,0.88525,0.54944,0.27195,0.78074,0.000184055,0.000184055,0.000184055
134,1216.15,0.52553,0.27712,0.76718,0.99518,0.99372,0.99314,0.8869,0.54951,0.27423,0.77996,0.000174624,0.000174624,0.000174624
135,1225.22,0.51419,0.26169,0.77261,0.99467,0.99475,0.99353,0.88175,0.55606,0.27884,0.78087,0.000165192,0.000165192,0.000165192
136,1234.26,0.50829,0.26664,0.77863,0.99239,0.99404,0.99387,0.87883,0.55884,0.2776,0.78061,0.000155761,0.000155761,0.000155761
137,1243.31,0.51321,0.26532,0.77351,0.99379,0.99358,0.99408,0.88633,0.53727,0.27126,0.7798,0.00014633,0.00014633,0.00014633
138,1252.34,0.50938,0.26039,0.76808,0.99181,0.99425,0.99377,0.88659,0.54052,0.27148,0.779,0.000136898,0.000136898,0.000136898
139,1261.4,0.50384,0.25721,0.77015,0.9932,0.9929,0.99434,0.88495,0.54858,0.27233,0.77967,0.000127467,0.000127467,0.000127467
140,1270.43,0.50275,0.26105,0.77534,0.99179,0.99277,0.99408,0.88195,0.56232,0.27433,0.78031,0.000118035,0.000118035,0.000118035
141,1279.76,0.53601,0.2742,0.76883,0.99382,0.99118,0.99418,0.89029,0.54216,0.26832,0.77909,0.000108604,0.000108604,0.000108604
142,1288.79,0.5121,0.26479,0.77719,0.99188,0.99188,0.99482,0.89247,0.5257,0.26478,0.77841,9.91726e-05,9.91726e-05,9.91726e-05
143,1297.77,0.48304,0.25406,0.77584,0.99162,0.99184,0.99442,0.89519,0.50655,0.26093,0.77857,8.97412e-05,8.97412e-05,8.97412e-05
144,1306.79,0.48431,0.25708,0.76918,0.99585,0.99416,0.99406,0.89759,0.49499,0.25866,0.77807,8.03098e-05,8.03098e-05,8.03098e-05
145,1315.77,0.4762,0.25661,0.77093,0.99263,0.99434,0.99381,0.89921,0.4924,0.25864,0.77843,7.08784e-05,7.08784e-05,7.08784e-05
146,1324.81,0.47491,0.26333,0.77082,0.99425,0.99122,0.9936,0.89948,0.48715,0.25803,0.77876,6.1447e-05,6.1447e-05,6.1447e-05
147,1333.79,0.46193,0.24606,0.76897,0.99404,0.99141,0.99363,0.9007,0.48609,0.25439,0.77861,5.20156e-05,5.20156e-05,5.20156e-05
148,1342.8,0.46886,0.24193,0.77407,0.99307,0.99213,0.9937,0.90286,0.48011,0.25491,0.77792,4.25842e-05,4.25842e-05,4.25842e-05
149,1351.81,0.46452,0.24734,0.76783,0.99672,0.99364,0.99369,0.90277,0.48171,0.25394,0.7779,3.31528e-05,3.31528e-05,3.31528e-05
150,1360.78,0.46454,0.24637,0.76698,0.99425,0.99137,0.99368,0.90275,0.47776,0.25429,0.77797,2.37214e-05,2.37214e-05,2.37214e-05
