epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,443.017,0.70907,0.38177,0.78067,0.94724,0.96093,0.99206,0.85773,0.63739,0.40619,0.78363,0.0010989,0.0010989,0.0010989
37,455.232,0.73806,0.41045,0.78288,0.99614,0.98621,0.99475,0.84476,0.65457,0.36091,0.78474,0.00108947,0.00108947,0.00108947
38,467.449,0.7174,0.39438,0.78106,0.9702,0.96397,0.98837,0.85734,0.63678,0.43057,0.78069,0.00108004,0.00108004,0.00108004
39,479.686,0.7161,0.40314,0.78014,0.99003,0.98504,0.99324,0.85372,0.64906,0.37389,0.78207,0.00107061,0.00107061,0.00107061
40,491.927,0.70911,0.40985,0.7785,0.99633,0.98716,0.99481,0.8357,0.68101,0.36117,0.78412,0.00106118,0.00106118,0.00106118
41,504.264,0.72192,0.38912,0.78129,0.99421,0.98992,0.99488,0.85926,0.61858,0.34356,0.7809,0.00105174,0.00105174,0.00105174
42,516.306,0.70106,0.38247,0.78056,0.99184,0.99223,0.99485,0.82332,0.71265,0.34786,0.78232,0.00104231,0.00104231,0.00104231
43,528.314,0.69569,0.38716,0.78524,0.99321,0.99081,0.99479,0.84707,0.6672,0.34538,0.78053,0.00103288,0.00103288,0.00103288
44,540.33,0.6901,0.38247,0.77553,0.99935,0.99152,0.995,0.86251,0.61796,0.33571,0.78245,0.00102345,0.00102345,0.00102345
45,554.271,0.6764,0.36618,0.77892,0.99654,0.99324,0.995,0.85339,0.64075,0.33543,0.78358,0.00101402,0.00101402,0.00101402
46,566.795,0.71302,0.37846,0.78227,0.99694,0.99499,0.995,0.85553,0.66051,0.34463,0.78122,0.00100459,0.00100459,0.00100459
47,578.822,0.68678,0.37459,0.78107,0.99399,0.98441,0.99352,0.86993,0.61227,0.33541,0.78178,0.000995156,0.000995156,0.000995156
48,591.942,0.66064,0.35076,0.77922,0.98717,0.98773,0.99366,0.86641,0.6317,0.35389,0.78293,0.000985724,0.000985724,0.000985724
49,604.152,0.67204,0.36427,0.78027,0.98957,0.99212,0.99413,0.86196,0.61864,0.33116,0.77955,0.000976293,0.000976293,0.000976293
50,616.276,0.67374,0.36212,0.78021,0.97608,0.98641,0.99335,0.84487,0.69855,0.36397,0.78419,0.000966861,0.000966861,0.000966861
51,629.565,0.68151,0.37843,0.78183,0.9909,0.98173,0.99238,0.85235,0.66703,0.38562,0.7846,0.00095743,0.00095743,0.00095743
52,641.671,0.67222,0.3573,0.78169,0.99599,0.9942,0.99483,0.87211,0.5897,0.32344,0.779,0.000947999,0.000947999,0.000947999
53,653.831,0.6646,0.34831,0.78249,0.99474,0.99041,0.99479,0.87172,0.60083,0.31595,0.78144,0.000938567,0.000938567,0.000938567
54,665.951,0.64567,0.34906,0.77977,0.99222,0.99152,0.99394,0.86136,0.6399,0.34481,0.78361,0.000929136,0.000929136,0.000929136
55,678.079,0.62786,0.33646,0.77532,0.98909,0.98283,0.99235,0.8576,0.65482,0.36051,0.78155,0.000919704,0.000919704,0.000919704
56,690.702,0.65784,0.34938,0.77905,0.9953,0.9879,0.99494,0.86338,0.64214,0.33078,0.78289,0.000910273,0.000910273,0.000910273
57,702.816,0.62828,0.3399,0.77847,0.99032,0.97978,0.99438,0.87512,0.59983,0.33063,0.78115,0.000900842,0.000900842,0.000900842
58,716.424,0.64557,0.35537,0.77453,0.99585,0.98207,0.99479,0.85295,0.6489,0.33892,0.78265,0.00089141,0.00089141,0.00089141
59,728.543,0.65011,0.3537,0.77894,0.9791,0.99759,0.99483,0.85966,0.63228,0.3336,0.78235,0.000881979,0.000881979,0.000881979
60,740.678,0.65216,0.34426,0.77921,0.99043,0.99489,0.99485,0.86671,0.60933,0.32831,0.78273,0.000872547,0.000872547,0.000872547
61,752.802,0.66226,0.35669,0.77682,0.99861,0.99124,0.99498,0.86419,0.60801,0.3182,0.78174,0.000863116,0.000863116,0.000863116
62,764.93,0.66614,0.34537,0.77931,0.99068,0.9953,0.99494,0.85347,0.6664,0.32632,0.78145,0.000853685,0.000853685,0.000853685
63,777.092,0.68978,0.35475,0.78184,0.99523,0.99471,0.99496,0.87565,0.59502,0.31186,0.78057,0.000844253,0.000844253,0.000844253
64,789.291,0.63156,0.33217,0.7817,0.99314,0.99541,0.99494,0.86879,0.60415,0.31118,0.78077,0.000834822,0.000834822,0.000834822
65,801.45,0.62432,0.32367,0.77766,0.99672,0.99601,0.99498,0.87306,0.60596,0.31459,0.78096,0.00082539,0.00082539,0.00082539
66,813.604,0.62149,0.32207,0.77957,0.99699,0.99614,0.995,0.87738,0.59152,0.31086,0.78124,0.000815959,0.000815959,0.000815959
67,827.196,0.64264,0.33252,0.78141,0.98653,0.99033,0.99456,0.86474,0.64906,0.34001,0.78088,0.000806528,0.000806528,0.000806528
68,839.316,0.64869,0.34558,0.78011,0.99506,0.99375,0.99481,0.86677,0.62243,0.32027,0.78434,0.000797096,0.000797096,0.000797096
69,851.452,0.63948,0.34347,0.78011,0.98391,0.98121,0.99033,0.8639,0.60398,0.33565,0.78205,0.000787665,0.000787665,0.000787665
70,864.083,0.64278,0.33746,0.7722,0.98864,0.9918,0.99442,0.87543,0.59448,0.31624,0.78123,0.000778233,0.000778233,0.000778233
71,876.221,0.62229,0.33196,0.77711,0.9984,0.99566,0.995,0.87119,0.60134,0.31308,0.78138,0.000768802,0.000768802,0.000768802
72,888.378,0.62011,0.32692,0.77906,0.99516,0.98986,0.99492,0.87515,0.58417,0.30709,0.78157,0.000759371,0.000759371,0.000759371
73,901.01,0.61556,0.31655,0.77598,0.99464,0.99186,0.99474,0.8671,0.61372,0.31485,0.78208,0.000749939,0.000749939,0.000749939
74,913.138,0.60651,0.32129,0.77592,0.99259,0.99675,0.99492,0.87542,0.57462,0.29511,0.78147,0.000740508,0.000740508,0.000740508
75,925.305,0.61724,0.32573,0.776,0.99205,0.99046,0.9945,0.86264,0.61211,0.31408,0.78017,0.000731076,0.000731076,0.000731076
76,937.455,0.60604,0.32048,0.77541,0.99474,0.9942,0.99438,0.87558,0.58662,0.30827,0.78076,0.000721645,0.000721645,0.000721645
77,949.604,0.61884,0.32468,0.7778,0.99375,0.99459,0.99483,0.8698,0.5959,0.30263,0.78024,0.000712214,0.000712214,0.000712214
78,961.759,0.64312,0.33357,0.7762,0.996,0.98434,0.99485,0.86901,0.5931,0.30858,0.77936,0.000702782,0.000702782,0.000702782
79,973.908,0.60992,0.32251,0.7735,0.9923,0.99406,0.9949,0.87968,0.57084,0.30308,0.78186,0.000693351,0.000693351,0.000693351
80,986.111,0.60682,0.32286,0.78119,0.99944,0.99042,0.99494,0.87368,0.59023,0.30034,0.77961,0.000683919,0.000683919,0.000683919
81,999.142,0.61225,0.32265,0.7731,0.99128,0.99032,0.99469,0.88353,0.5638,0.32484,0.78015,0.000674488,0.000674488,0.000674488
82,1011.34,0.6284,0.32354,0.7761,0.99708,0.98843,0.99494,0.87569,0.57571,0.29517,0.7791,0.000665057,0.000665057,0.000665057
83,1023.48,0.59303,0.30495,0.77318,0.99365,0.99779,0.995,0.88374,0.57716,0.29068,0.78064,0.000655625,0.000655625,0.000655625
84,1035.71,0.61295,0.32247,0.77448,0.99702,0.99298,0.99456,0.87342,0.59862,0.30825,0.78106,0.000646194,0.000646194,0.000646194
85,1047.87,0.58912,0.30663,0.77163,0.99173,0.98883,0.99407,0.86936,0.60875,0.32676,0.78008,0.000636762,0.000636762,0.000636762
86,1060.01,0.59273,0.30806,0.77344,0.99135,0.98434,0.99444,0.88337,0.55291,0.31896,0.77877,0.000627331,0.000627331,0.000627331
87,1072.18,0.58627,0.30278,0.77722,0.99766,0.99328,0.99494,0.88841,0.55352,0.29675,0.77909,0.0006179,0.0006179,0.0006179
88,1084.36,0.5854,0.30233,0.77469,0.99578,0.99277,0.99465,0.8806,0.58096,0.29569,0.77973,0.000608468,0.000608468,0.000608468
89,1096.53,0.59838,0.3057,0.7755,0.99463,0.98957,0.99479,0.8827,0.57116,0.30833,0.77858,0.000599037,0.000599037,0.000599037
90,1108.69,0.5903,0.30744,0.77844,0.99237,0.98453,0.99473,0.88321,0.55702,0.30012,0.78012,0.000589605,0.000589605,0.000589605
91,1120.87,0.58344,0.30416,0.77943,0.99659,0.98966,0.99458,0.88113,0.56645,0.29112,0.78087,0.000580174,0.000580174,0.000580174
92,1133.02,0.61068,0.31106,0.77907,0.99352,0.99105,0.99458,0.88468,0.56694,0.29821,0.77948,0.000570743,0.000570743,0.000570743
93,1145.16,0.59226,0.3097,0.77778,0.98727,0.99389,0.99444,0.88279,0.56434,0.29093,0.779,0.000561311,0.000561311,0.000561311
94,1157.32,0.57392,0.29451,0.77573,0.99663,0.98948,0.9946,0.88581,0.56023,0.28647,0.77903,0.00055188,0.00055188,0.00055188
95,1169.51,0.57257,0.30251,0.7747,0.99404,0.99339,0.99456,0.88491,0.5653,0.30363,0.78196,0.000542448,0.000542448,0.000542448
96,1181.66,0.58146,0.29714,0.7791,0.99021,0.99421,0.99459,0.87915,0.57649,0.30501,0.77903,0.000533017,0.000533017,0.000533017
97,1193.81,0.58613,0.30002,0.77582,0.99185,0.99573,0.99431,0.88113,0.56043,0.29181,0.7805,0.000523586,0.000523586,0.000523586
98,1205.95,0.59281,0.29658,0.77564,0.98872,0.9923,0.99405,0.88249,0.57299,0.29369,0.78019,0.000514154,0.000514154,0.000514154
99,1218.1,0.57119,0.29096,0.77557,0.9977,0.99503,0.99485,0.88432,0.56851,0.2865,0.78187,0.000504723,0.000504723,0.000504723
100,1230.24,0.57568,0.29248,0.77859,0.9898,0.98607,0.99451,0.89236,0.54084,0.28519,0.77906,0.000495291,0.000495291,0.000495291
101,1242.52,0.5768,0.29477,0.77475,0.99468,0.99597,0.99488,0.88208,0.56498,0.28517,0.77914,0.00048586,0.00048586,0.00048586
102,1254.7,0.57539,0.29231,0.77246,0.99561,0.99567,0.99498,0.88012,0.57516,0.28784,0.78051,0.000476429,0.000476429,0.000476429
103,1267.97,0.55842,0.2926,0.7734,0.99685,0.99268,0.99494,0.89118,0.54757,0.27904,0.77903,0.000466997,0.000466997,0.000466997
104,1280.12,0.5851,0.29827,0.77467,0.99531,0.99614,0.99485,0.88732,0.55049,0.27649,0.7807,0.000457566,0.000457566,0.000457566
105,1292.27,0.55599,0.28705,0.77522,0.99287,0.99179,0.99481,0.88123,0.56233,0.28312,0.78076,0.000448134,0.000448134,0.000448134
106,1304.42,0.56468,0.28846,0.77296,0.98854,0.99349,0.99463,0.88857,0.55726,0.29222,0.78008,0.000438703,0.000438703,0.000438703
107,1316.56,0.55551,0.28561,0.7739,0.99439,0.98911,0.99462,0.88944,0.55242,0.28272,0.77956,0.000429272,0.000429272,0.000429272
108,1328.75,0.5736,0.29209,0.77619,0.99463,0.98842,0.99462,0.88074,0.57771,0.28428,0.7799,0.00041984,0.00041984,0.00041984
109,1340.92,0.5544,0.28103,0.77677,0.99374,0.99376,0.99444,0.88998,0.54834,0.28048,0.78025,0.000410409,0.000410409,0.000410409
110,1353.09,0.54383,0.27845,0.77595,0.9917,0.98753,0.99329,0.88227,0.56956,0.29535,0.77994,0.000400977,0.000400977,0.000400977
111,1365.25,0.55417,0.27977,0.77489,0.99239,0.98653,0.99346,0.88966,0.53738,0.29913,0.77901,0.000391546,0.000391546,0.000391546
112,1377.41,0.54713,0.28167,0.7722,0.99438,0.9913,0.99306,0.89068,0.54099,0.28614,0.77918,0.000382115,0.000382115,0.000382115
113,1389.55,0.5435,0.27706,0.77812,0.99397,0.99226,0.99426,0.896,0.53342,0.2799,0.77947,0.000372683,0.000372683,0.000372683
114,1401.73,0.54295,0.27966,0.76968,0.99406,0.99053,0.99406,0.89225,0.53588,0.27638,0.778,0.000363252,0.000363252,0.000363252
115,1413.91,0.55045,0.27914,0.7748,0.99372,0.99106,0.9935,0.88579,0.55893,0.30695,0.77922,0.00035382,0.00035382,0.00035382
116,1426.06,0.5441,0.27809,0.77339,0.99681,0.99562,0.99469,0.88838,0.53856,0.27104,0.77873,0.000344389,0.000344389,0.000344389
117,1438.22,0.54777,0.28057,0.7755,0.99461,0.9942,0.99481,0.89199,0.53592,0.27336,0.77876,0.000334958,0.000334958,0.000334958
118,1450.39,0.55485,0.27627,0.77373,0.99605,0.98878,0.9949,0.88955,0.55467,0.28026,0.779,0.000325526,0.000325526,0.000325526
119,1463.52,0.54639,0.27516,0.7756,0.99598,0.99366,0.99477,0.89409,0.53068,0.27113,0.77795,0.000316095,0.000316095,0.000316095
120,1475.67,0.53049,0.27018,0.77357,0.99105,0.99484,0.99452,0.88818,0.54682,0.27032,0.7773,0.000306663,0.000306663,0.000306663
121,1487.82,0.53203,0.26741,0.77429,0.99497,0.98713,0.99444,0.88461,0.55405,0.28235,0.77856,0.000297232,0.000297232,0.000297232
122,1500.01,0.52543,0.26957,0.77486,0.99536,0.99007,0.99485,0.8917,0.53619,0.2677,0.77897,0.000287801,0.000287801,0.000287801
123,1512.15,0.53694,0.2743,0.77517,0.99233,0.99186,0.99433,0.88024,0.5756,0.27933,0.78005,0.000278369,0.000278369,0.000278369
124,1524.33,0.53394,0.27623,0.77307,0.99204,0.99227,0.99436,0.89331,0.53558,0.27256,0.77855,0.000268938,0.000268938,0.000268938
125,1536.5,0.5335,0.27852,0.77205,0.98954,0.99107,0.99423,0.88628,0.54357,0.27947,0.77891,0.000259506,0.000259506,0.000259506
126,1548.66,0.53141,0.27598,0.7703,0.99504,0.98889,0.99423,0.88959,0.53251,0.27768,0.77907,0.000250075,0.000250075,0.000250075
127,1560.81,0.53153,0.26844,0.77424,0.99626,0.9906,0.99369,0.89125,0.53626,0.26643,0.77857,0.000240644,0.000240644,0.000240644
128,1572.99,0.52843,0.26997,0.77363,0.99494,0.99481,0.99367,0.88579,0.56643,0.27783,0.78052,0.000231212,0.000231212,0.000231212
129,1585.14,0.52279,0.26661,0.77413,0.99089,0.9942,0.99361,0.89033,0.53464,0.2655,0.7778,0.000221781,0.000221781,0.000221781
130,1597.32,0.51201,0.26356,0.77476,0.99568,0.99142,0.99381,0.89302,0.53059,0.26563,0.77846,0.000212349,0.000212349,0.000212349
131,1609.46,0.51454,0.25755,0.77228,0.99109,0.99402,0.994,0.89108,0.5485,0.27433,0.77959,0.000202918,0.000202918,0.000202918
132,1621.61,0.52512,0.27387,0.77451,0.99563,0.99338,0.99433,0.89111,0.54312,0.27207,0.77861,0.000193487,0.000193487,0.000193487
133,1633.78,0.51654,0.26103,0.77015,0.99598,0.9942,0.99398,0.89543,0.52507,0.26658,0.77809,0.000184055,0.000184055,0.000184055
134,1645.92,0.51759,0.26508,0.77983,0.99302,0.99514,0.99415,0.89343,0.52971,0.26668,0.77819,0.000174624,0.000174624,0.000174624
135,1658.11,0.52316,0.25728,0.76859,0.99444,0.99485,0.99406,0.89763,0.53087,0.2635,0.77796,0.000165192,0.000165192,0.000165192
136,1670.33,0.50739,0.25796,0.77572,0.99271,0.99524,0.99361,0.89506,0.53094,0.26763,0.77875,0.000155761,0.000155761,0.000155761
137,1682.48,0.51011,0.25055,0.77692,0.99285,0.99405,0.99366,0.89226,0.52643,0.26586,0.77878,0.00014633,0.00014633,0.00014633
138,1694.65,0.50279,0.25561,0.77002,0.99328,0.99499,0.99374,0.89513,0.53262,0.26888,0.77775,0.000136898,0.000136898,0.000136898
139,1706.84,0.51643,0.25219,0.77347,0.99295,0.99361,0.99367,0.88989,0.54276,0.26781,0.77798,0.000127467,0.000127467,0.000127467
140,1718.97,0.50492,0.25229,0.77441,0.99304,0.9942,0.99371,0.89511,0.52555,0.2613,0.7785,0.000118035,0.000118035,0.000118035
141,1731.36,0.52724,0.27104,0.77357,0.99405,0.99163,0.9934,0.8907,0.52952,0.2661,0.77823,0.000108604,0.000108604,0.000108604
142,1743.45,0.49828,0.26267,0.77451,0.99524,0.9942,0.99335,0.89072,0.5258,0.26583,0.77796,9.91726e-05,9.91726e-05,9.91726e-05
143,1755.49,0.48389,0.25304,0.76932,0.9939,0.9942,0.9934,0.89771,0.5115,0.25903,0.77722,8.97412e-05,8.97412e-05,8.97412e-05
144,1767.57,0.48809,0.24686,0.76926,0.99409,0.99408,0.99355,0.89993,0.51109,0.2639,0.77768,8.03098e-05,8.03098e-05,8.03098e-05
145,1779.67,0.47632,0.24865,0.77814,0.9932,0.99334,0.99352,0.89521,0.5133,0.26287,0.77815,7.08784e-05,7.08784e-05,7.08784e-05
146,1792.23,0.47596,0.24607,0.76889,0.99468,0.99415,0.99359,0.90188,0.50257,0.2556,0.77768,6.1447e-05,6.1447e-05,6.1447e-05
147,1804.33,0.47265,0.24443,0.77414,0.9945,0.99412,0.99381,0.90288,0.49888,0.25215,0.77735,5.20156e-05,5.20156e-05,5.20156e-05
148,1816.42,0.47125,0.24644,0.77855,0.99433,0.99246,0.9935,0.90422,0.49667,0.25408,0.77714,4.25842e-05,4.25842e-05,4.25842e-05
149,1829.45,0.4585,0.24058,0.7745,0.99439,0.99272,0.99346,0.9043,0.49864,0.25243,0.77732,3.31528e-05,3.31528e-05,3.31528e-05
150,1841.56,0.47082,0.24453,0.77038,0.99491,0.99236,0.9934,0.90576,0.4962,0.25492,0.7777,2.37214e-05,2.37214e-05,2.37214e-05
