epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,332.458,0.70301,0.40857,0.78114,0.99067,0.99211,0.99226,0.83181,0.71891,0.37915,0.78364,0.000863116,0.000863116,0.000863116
50,339.238,0.72631,0.4179,0.78033,0.99287,0.99238,0.99151,0.8345,0.7211,0.36483,0.78623,0.000851327,0.000851327,0.000851327
51,346.01,0.70412,0.39056,0.77864,0.99382,0.99298,0.98995,0.84003,0.66704,0.35248,0.78478,0.000839537,0.000839537,0.000839537
52,352.812,0.68748,0.40198,0.77939,0.99129,0.98888,0.99217,0.83075,0.6909,0.35969,0.78585,0.000827748,0.000827748,0.000827748
53,359.585,0.69791,0.3928,0.77873,0.98976,0.99298,0.99177,0.81297,0.74354,0.37029,0.78681,0.000815959,0.000815959,0.000815959
54,366.347,0.6927,0.40678,0.77902,0.99127,0.99147,0.9916,0.83296,0.70937,0.36602,0.78592,0.00080417,0.00080417,0.00080417
55,373.11,0.6904,0.3826,0.78104,0.98736,0.98038,0.99195,0.79912,0.79144,0.38596,0.79067,0.00079238,0.00079238,0.00079238
56,379.872,0.70701,0.38539,0.783,0.98891,0.9922,0.98991,0.83214,0.69249,0.3638,0.78655,0.000780591,0.000780591,0.000780591
57,386.644,0.68456,0.38653,0.77863,0.98833,0.97849,0.99231,0.83541,0.70314,0.35113,0.78479,0.000768802,0.000768802,0.000768802
58,393.409,0.68923,0.38231,0.78617,0.99297,0.99122,0.99244,0.8364,0.6763,0.35602,0.78472,0.000757013,0.000757013,0.000757013
59,400.182,0.67136,0.3779,0.78174,0.99148,0.98822,0.99262,0.82199,0.71625,0.34716,0.78418,0.000745223,0.000745223,0.000745223
60,406.945,0.68384,0.37005,0.78328,0.98623,0.98762,0.9918,0.82721,0.72357,0.36448,0.7852,0.000733434,0.000733434,0.000733434
61,413.71,0.69125,0.38821,0.77824,0.9887,0.9949,0.99268,0.81465,0.73545,0.35706,0.78912,0.000721645,0.000721645,0.000721645
62,420.467,0.70384,0.3863,0.77841,0.98398,0.99181,0.99232,0.84193,0.66562,0.34825,0.78287,0.000709856,0.000709856,0.000709856
63,427.267,0.65307,0.37779,0.78085,0.99692,0.98631,0.99248,0.84574,0.6504,0.33957,0.7824,0.000698066,0.000698066,0.000698066
64,434.064,0.65846,0.36593,0.7838,0.99169,0.9859,0.99148,0.83451,0.68601,0.3489,0.78441,0.000686277,0.000686277,0.000686277
65,440.833,0.66499,0.36646,0.78491,0.99417,0.99218,0.99241,0.84188,0.65658,0.33568,0.78493,0.000674488,0.000674488,0.000674488
66,447.595,0.66246,0.38253,0.78309,0.99534,0.9935,0.99319,0.84601,0.66729,0.34657,0.781,0.000662699,0.000662699,0.000662699
67,454.398,0.66805,0.37428,0.78167,0.99291,0.99298,0.99195,0.83422,0.71358,0.35771,0.78529,0.000650909,0.000650909,0.000650909
68,461.159,0.65895,0.36647,0.78123,0.99293,0.98562,0.98989,0.83889,0.65355,0.34001,0.78332,0.00063912,0.00063912,0.00063912
69,467.929,0.62603,0.35503,0.77991,0.99485,0.99094,0.99054,0.84922,0.6434,0.33336,0.78321,0.000627331,0.000627331,0.000627331
70,474.737,0.63702,0.36822,0.77445,0.99567,0.99286,0.99218,0.83623,0.693,0.3603,0.78362,0.000615542,0.000615542,0.000615542
71,481.496,0.65792,0.36763,0.77053,0.98781,0.98947,0.99251,0.84453,0.6873,0.33722,0.78307,0.000603752,0.000603752,0.000603752
72,488.261,0.66458,0.36068,0.78101,0.99188,0.9908,0.99005,0.83694,0.70851,0.3379,0.78493,0.000591963,0.000591963,0.000591963
73,495.031,0.65283,0.35314,0.78019,0.99374,0.9898,0.98905,0.83517,0.7002,0.34502,0.7821,0.000580174,0.000580174,0.000580174
74,501.807,0.70155,0.38235,0.77874,0.99508,0.9924,0.99027,0.84794,0.67826,0.35413,0.78326,0.000568385,0.000568385,0.000568385
75,508.579,0.63507,0.35802,0.7816,0.99226,0.97663,0.99175,0.85165,0.65814,0.33658,0.78311,0.000556595,0.000556595,0.000556595
76,515.397,0.62501,0.35228,0.77705,0.98377,0.98895,0.99185,0.83827,0.68685,0.33619,0.78382,0.000544806,0.000544806,0.000544806
77,522.175,0.63973,0.35936,0.77707,0.99005,0.99298,0.99059,0.82357,0.71743,0.34516,0.78381,0.000533017,0.000533017,0.000533017
78,528.952,0.64682,0.35593,0.78346,0.9928,0.98952,0.99288,0.84338,0.66024,0.33392,0.78314,0.000521228,0.000521228,0.000521228
79,535.725,0.6429,0.35006,0.78195,0.98506,0.99378,0.99261,0.85368,0.64466,0.32338,0.78392,0.000509438,0.000509438,0.000509438
80,542.546,0.62575,0.34493,0.7819,0.99053,0.98356,0.99241,0.84977,0.66134,0.33178,0.78441,0.000497649,0.000497649,0.000497649
81,549.324,0.60709,0.33267,0.77546,0.98557,0.98579,0.99241,0.85767,0.63588,0.3252,0.78533,0.00048586,0.00048586,0.00048586
82,556.143,0.64601,0.35061,0.78109,0.99338,0.98277,0.98981,0.84899,0.65615,0.33893,0.78388,0.000474071,0.000474071,0.000474071
83,562.911,0.60756,0.33976,0.77704,0.99053,0.97934,0.99232,0.84134,0.67525,0.33347,0.7856,0.000462281,0.000462281,0.000462281
84,569.698,0.62937,0.33715,0.77788,0.98947,0.98895,0.98976,0.84058,0.67176,0.32891,0.78538,0.000450492,0.000450492,0.000450492
85,576.475,0.64138,0.34351,0.77581,0.99243,0.99275,0.98929,0.85232,0.63746,0.33092,0.78124,0.000438703,0.000438703,0.000438703
86,583.25,0.62371,0.33403,0.77517,0.99475,0.99298,0.99175,0.8551,0.63994,0.31958,0.7833,0.000426914,0.000426914,0.000426914
87,590.027,0.6172,0.32727,0.78009,0.99183,0.9833,0.98867,0.83328,0.67856,0.33253,0.78501,0.000415124,0.000415124,0.000415124
88,596.803,0.61224,0.33292,0.77289,0.99433,0.98582,0.99168,0.84228,0.68634,0.33383,0.78098,0.000403335,0.000403335,0.000403335
89,603.593,0.61739,0.33045,0.77588,0.99223,0.98959,0.99041,0.85067,0.64803,0.32061,0.78201,0.000391546,0.000391546,0.000391546
90,610.381,0.61622,0.32522,0.78214,0.9909,0.98899,0.99,0.84775,0.65011,0.32499,0.78412,0.000379757,0.000379757,0.000379757
91,617.16,0.61315,0.32258,0.78399,0.99308,0.98861,0.99076,0.83636,0.66536,0.32944,0.78516,0.000367967,0.000367967,0.000367967
92,623.951,0.63435,0.34586,0.77889,0.99398,0.99126,0.98885,0.84717,0.66062,0.32766,0.78176,0.000356178,0.000356178,0.000356178
93,630.736,0.59094,0.32835,0.78227,0.99419,0.99137,0.98892,0.85619,0.62331,0.31249,0.78119,0.000344389,0.000344389,0.000344389
94,637.521,0.57912,0.31201,0.77337,0.98977,0.98876,0.98881,0.85362,0.63013,0.31723,0.7835,0.0003326,0.0003326,0.0003326
95,644.309,0.58239,0.31584,0.78756,0.9943,0.98636,0.98951,0.85472,0.62882,0.31504,0.78359,0.00032081,0.00032081,0.00032081
96,651.11,0.59198,0.31182,0.78382,0.9916,0.9922,0.98997,0.85547,0.63579,0.3178,0.78329,0.000309021,0.000309021,0.000309021
97,657.909,0.59097,0.31061,0.77555,0.99223,0.99,0.98965,0.85682,0.63106,0.31669,0.78202,0.000297232,0.000297232,0.000297232
98,664.698,0.59382,0.31041,0.77772,0.99112,0.98246,0.99001,0.85624,0.60537,0.31226,0.78299,0.000285443,0.000285443,0.000285443
99,671.494,0.58103,0.30906,0.77985,0.98387,0.98616,0.98975,0.84611,0.63414,0.31528,0.7827,0.000273654,0.000273654,0.000273654
100,678.293,0.59754,0.32568,0.77213,0.9847,0.99093,0.9893,0.85671,0.6271,0.31453,0.78357,0.000261864,0.000261864,0.000261864
101,685.081,0.58224,0.30888,0.77649,0.99134,0.98896,0.99008,0.85923,0.62587,0.30427,0.7828,0.000250075,0.000250075,0.000250075
102,691.899,0.56804,0.30429,0.77677,0.99122,0.98816,0.99072,0.85677,0.61845,0.30531,0.78183,0.000238286,0.000238286,0.000238286
103,698.684,0.5764,0.31219,0.77168,0.98687,0.98969,0.99011,0.84255,0.64908,0.32074,0.7809,0.000226497,0.000226497,0.000226497
104,705.471,0.58463,0.30795,0.77322,0.99189,0.98911,0.98987,0.85794,0.61865,0.30684,0.78194,0.000214707,0.000214707,0.000214707
105,712.263,0.5842,0.30446,0.77406,0.9955,0.99238,0.98989,0.86719,0.60144,0.29823,0.78185,0.000202918,0.000202918,0.000202918
106,719.086,0.5807,0.30203,0.78274,0.98758,0.99221,0.99022,0.85451,0.62517,0.30522,0.78174,0.000191129,0.000191129,0.000191129
107,725.875,0.55473,0.29512,0.77222,0.99353,0.98455,0.99004,0.86447,0.62214,0.31193,0.78086,0.00017934,0.00017934,0.00017934
108,732.677,0.56124,0.29841,0.77813,0.98972,0.98947,0.98987,0.85865,0.62169,0.30824,0.78168,0.00016755,0.00016755,0.00016755
109,739.447,0.56763,0.29592,0.7731,0.99182,0.98306,0.99022,0.85746,0.6152,0.30022,0.78196,0.000155761,0.000155761,0.000155761
110,746.232,0.5468,0.29481,0.77651,0.9886,0.9869,0.99183,0.8623,0.62195,0.3025,0.78138,0.000143972,0.000143972,0.000143972
111,753.417,0.61525,0.31991,0.78157,0.98806,0.98799,0.9909,0.86804,0.60617,0.30192,0.78149,0.000132183,0.000132183,0.000132183
112,760.225,0.56674,0.31516,0.77868,0.98638,0.988,0.98959,0.87386,0.58335,0.29928,0.78142,0.000120393,0.000120393,0.000120393
113,766.997,0.54815,0.30407,0.77711,0.98447,0.99133,0.98936,0.86698,0.58909,0.29994,0.78199,0.000108604,0.000108604,0.000108604
114,773.732,0.55754,0.29553,0.77695,0.9843,0.98917,0.98974,0.87151,0.57688,0.29998,0.78086,9.68148e-05,9.68148e-05,9.68148e-05
115,780.459,0.51882,0.28501,0.78293,0.9885,0.98947,0.98953,0.87208,0.56695,0.29838,0.77982,8.50255e-05,8.50255e-05,8.50255e-05
116,787.192,0.53219,0.29402,0.77516,0.98574,0.98995,0.98919,0.87216,0.56487,0.29298,0.78049,7.32362e-05,7.32362e-05,7.32362e-05
117,793.938,0.52368,0.28253,0.77921,0.99311,0.99183,0.98951,0.87702,0.56191,0.28858,0.78134,6.1447e-05,6.1447e-05,6.1447e-05
118,800.716,0.52549,0.28843,0.77784,0.99537,0.98827,0.98949,0.88212,0.54489,0.28751,0.78097,4.96578e-05,4.96578e-05,4.96578e-05
119,807.48,0.52499,0.28424,0.77268,0.99631,0.98767,0.98985,0.88291,0.55424,0.29121,0.78059,3.78685e-05,3.78685e-05,3.78685e-05
120,814.249,0.50661,0.27687,0.77732,0.98795,0.99218,0.98977,0.88099,0.5421,0.28222,0.78056,2.60792e-05,2.60792e-05,2.60792e-05
